"gene"	"cellType.target"	"mean.target"	"cellType.2nd"	"mean.2nd"	"MeanRatio"	"MeanRatio.rank"	"MeanRatio.anno"	"Cell_type_resolution"
"Rps8"	"OPC2"	2.15599069043115	"Neuron3"	3.73551979217383	0.577159487937422	56	"OPC2/Neuron3: 0.577"	"All"
"Rpl37"	"OPC2"	2.02497599884217	"Neuron3"	3.55386662834175	0.569795158516411	57	"OPC2/Neuron3: 0.57"	"All"
"Gpr17"	"OPC2"	1.87942912562682	"OPC3"	3.30154846597305	0.569256863861579	58	"OPC2/OPC3: 0.569"	"All"
"Cox7c"	"OPC2"	1.17657327988074	"Neuron6"	2.07547753724955	0.566892803590615	59	"OPC2/Neuron6: 0.567"	"All"
"Rps18"	"OPC2"	1.70226447027506	"Microglia"	3.02771741362098	0.562226997346904	60	"OPC2/Microglia: 0.562"	"All"
"Rpl37a"	"OPC2"	2.19171066775944	"Microglia"	3.94357046871037	0.555768100291149	61	"OPC2/Microglia: 0.556"	"All"
"Cox8a"	"OPC2"	1.59298626243281	"Neuron1"	2.90778033933934	0.547835832329322	62	"OPC2/Neuron1: 0.548"	"All"
"Rpsa"	"OPC2"	1.12909900459754	"Neuron3"	2.06280791074899	0.547360226181978	63	"OPC2/Neuron3: 0.547"	"All"
"Sepw1"	"OPC2"	1.38574429349242	"Neuron6"	2.53301201998894	0.547073714043596	64	"OPC2/Neuron6: 0.547"	"All"
"Gjc3"	"OPC2"	1.09767401835333	"OPC3"	2.03697411694667	0.538874799253067	65	"OPC2/OPC3: 0.539"	"All"
"Rpl9"	"OPC2"	1.73045388781467	"Neuron3"	3.21234692899238	0.538688356539828	66	"OPC2/Neuron3: 0.539"	"All"
"Syt11"	"OPC2"	1.64852934762721	"Oligo3"	3.08054718374433	0.535141729471405	67	"OPC2/Oligo3: 0.535"	"All"
"Serf2"	"OPC2"	1.10893605388091	"Microglia"	2.086461135254	0.531491354017439	68	"OPC2/Microglia: 0.531"	"All"
"Rpl36"	"OPC2"	1.33699015483767	"Microglia"	2.53106968336575	0.528231270606417	69	"OPC2/Microglia: 0.528"	"All"
"Rpl24"	"OPC2"	1.4119623400861	"Neuron3"	2.70625838563672	0.521739663729079	70	"OPC2/Neuron3: 0.522"	"All"
"Qk"	"OPC2"	1.60453593978603	"OPC3"	3.10573801792537	0.516635959158544	71	"OPC2/OPC3: 0.517"	"All"
"Gpm6b"	"OPC2"	1.32868919860734	"Astrocyte2"	2.59549327956512	0.511921648600826	72	"OPC2/Astrocyte2: 0.512"	"All"
"Rpl31"	"OPC2"	1.32830109587913	"Microglia"	2.59593115687826	0.51168579427063	73	"OPC2/Microglia: 0.512"	"All"
"Eef1a1"	"OPC2"	1.86977305449383	"Microglia"	3.72035631114588	0.502579026877654	74	"OPC2/Microglia: 0.503"	"All"
"Rps19"	"OPC2"	1.64439444510644	"Microglia"	3.27714291322326	0.501776849117965	75	"OPC2/Microglia: 0.502"	"All"
"Tnr"	"OPC2"	1.44488026346243	"OPC3"	2.92776683958426	0.4935093341202	76	"OPC2/OPC3: 0.494"	"All"
"Rps27"	"OPC2"	2.02448981840278	"Microglia"	4.10809721205984	0.492804749717128	77	"OPC2/Microglia: 0.493"	"All"
"Rpl13a"	"OPC2"	1.93039262057558	"Microglia"	3.92383749722408	0.491965485813629	78	"OPC2/Microglia: 0.492"	"All"
"Rpl11"	"OPC2"	1.40678799548256	"Microglia"	2.86463056764556	0.491088802644036	79	"OPC2/Microglia: 0.491"	"All"
"Rps27a"	"OPC2"	1.65651704547522	"Microglia"	3.37416154114555	0.49094183111127	80	"OPC2/Microglia: 0.491"	"All"
"Rpl27a"	"OPC2"	1.53698380970725	"Microglia"	3.14721358308129	0.488363363061767	81	"OPC2/Microglia: 0.488"	"All"
"Rpl32"	"OPC2"	1.63114674858562	"Microglia"	3.36165769270432	0.485220952783395	82	"OPC2/Microglia: 0.485"	"All"
"Rpl34"	"OPC2"	1.43014173677203	"Microglia"	2.94811497835237	0.485103785732028	83	"OPC2/Microglia: 0.485"	"All"
"Rps5"	"OPC2"	1.34687356822164	"Microglia"	2.77834311845309	0.484775821703239	84	"OPC2/Microglia: 0.485"	"All"
"Rps17"	"OPC2"	1.31225266820541	"Microglia"	2.7346676322675	0.479858192901246	85	"OPC2/Microglia: 0.48"	"All"
"Rpl23"	"OPC2"	1.55766622702626	"Microglia"	3.25071989040385	0.479175776302505	86	"OPC2/Microglia: 0.479"	"All"
"Rpl28"	"OPC2"	1.11688148214999	"Microglia"	2.33630791447723	0.478054059239836	87	"OPC2/Microglia: 0.478"	"All"
"Rps28"	"OPC2"	1.50830466322709	"Microglia"	3.16377001527803	0.476742827684504	88	"OPC2/Microglia: 0.477"	"All"
"Rpl23a"	"OPC2"	1.45022062138338	"Microglia"	3.04351921108173	0.476494650042949	89	"OPC2/Microglia: 0.476"	"All"
"Rpl26"	"OPC2"	1.61642298136791	"Microglia"	3.42194133144744	0.47237016208112	90	"OPC2/Microglia: 0.472"	"All"
"Rps14"	"OPC2"	1.70922876050983	"Microglia"	3.62599513374741	0.471381978591727	91	"OPC2/Microglia: 0.471"	"All"
"Rpl21"	"OPC2"	1.5620893308981	"Microglia"	3.32329611119038	0.470042174586292	92	"OPC2/Microglia: 0.47"	"All"
"Gpm6a"	"OPC2"	1.05855249745697	"Neuron4"	2.25618706421378	0.469177629039303	93	"OPC2/Neuron4: 0.469"	"All"
"Rps16"	"OPC2"	1.38089034348643	"Microglia"	3.00036017763877	0.460241524926907	94	"OPC2/Microglia: 0.46"	"All"
"Rps23"	"OPC2"	1.7733912786013	"Microglia"	3.86994002652824	0.458247741940391	95	"OPC2/Microglia: 0.458"	"All"
"Ptma"	"OPC2"	1.37930070807156	"Oligo1"	3.03071152416081	0.455107883767818	96	"OPC2/Oligo1: 0.455"	"All"
"Rtn1"	"OPC2"	1.07990950838345	"Neuron8"	2.37488637962761	0.454720494271721	97	"OPC2/Neuron8: 0.455"	"All"
"Rpl39"	"OPC2"	1.49453580911536	"Microglia"	3.29341626547039	0.453794992386697	98	"OPC2/Microglia: 0.454"	"All"
"Rpl17"	"OPC2"	1.45788094706804	"Microglia"	3.23551593232819	0.450586854634645	99	"OPC2/Microglia: 0.451"	"All"
"Rps3a1"	"OPC2"	1.45448089852527	"Microglia"	3.23212976331313	0.450006962911769	100	"OPC2/Microglia: 0.45"	"All"
"Tmem141"	"Oligo3"	0.814090004093413	"OPC3"	0.21890828206696	3.7188634272156	1	"Oligo3/OPC3: 3.719"	"All"
"Plekha1"	"Oligo3"	0.966137490442688	"OPC3"	0.45513660775828	2.12274177460978	2	"Oligo3/OPC3: 2.123"	"All"
"Kndc1"	"Oligo3"	0.939895382028206	"Oligo1"	0.476390205253068	1.97295278463779	3	"Oligo3/Oligo1: 1.973"	"All"
"Sbf1"	"Oligo3"	0.729949143740664	"Oligo1"	0.393204042003242	1.85641312337945	4	"Oligo3/Oligo1: 1.856"	"All"
"Lpar1"	"Oligo3"	1.27325680340565	"Oligo1"	0.704464829840836	1.80741003591809	5	"Oligo3/Oligo1: 1.807"	"All"
"Sytl2"	"Oligo3"	0.60371860772234	"Neuron5"	0.337791905963908	1.78725007042308	6	"Oligo3/Neuron5: 1.787"	"All"
"Sh3gl3"	"Oligo3"	0.849218214227358	"Oligo1"	0.476155966561375	1.7834874996109	7	"Oligo3/Oligo1: 1.783"	"All"
"Gamt"	"Oligo3"	0.443727422700794	"Oligo1"	0.255860122089926	1.73425784008982	8	"Oligo3/Oligo1: 1.734"	"All"
"Gjc2"	"Oligo3"	0.564970855656826	"Oligo1"	0.32596500884705	1.73322546998264	9	"Oligo3/Oligo1: 1.733"	"All"
"Gm15440"	"Oligo3"	1.05637019753193	"OPC3"	0.610137548451605	1.73136401818371	10	"Oligo3/OPC3: 1.731"	"All"
"Add1"	"Oligo3"	1.16760997008	"Oligo1"	0.678492067538105	1.72088964034119	11	"Oligo3/Oligo1: 1.721"	"All"
"Tspan15"	"Oligo3"	0.503301487031376	"OPC3"	0.295195336857455	1.70497776959943	12	"Oligo3/OPC3: 1.705"	"All"
"Padi2"	"Oligo3"	0.56196091498806	"Astrocyte2"	0.343608261654897	1.63546974185523	13	"Oligo3/Astrocyte2: 1.635"	"All"
"Anks1b"	"Oligo3"	1.33166559768523	"Oligo1"	0.822139704537965	1.61975585211958	14	"Oligo3/Oligo1: 1.62"	"All"
"Zdhhc9"	"Oligo3"	0.559411480524164	"Oligo1"	0.352111629285109	1.58873332772318	15	"Oligo3/Oligo1: 1.589"	"All"
"Lgi3"	"Oligo3"	1.03127925448982	"OPC3"	0.665304767665318	1.55008547151823	16	"Oligo3/OPC3: 1.55"	"All"
"Txndc16"	"Oligo3"	0.399902270488794	"Oligo1"	0.259109008667666	1.54337463041167	17	"Oligo3/Oligo1: 1.543"	"All"
"R3hdm1"	"Oligo3"	0.743709388829446	"Neuron4"	0.493514157924504	1.50696667337194	18	"Oligo3/Neuron4: 1.507"	"All"
"Dusp7"	"Oligo3"	0.395046439613128	"Oligo1"	0.264178148466694	1.49537893995397	19	"Oligo3/Oligo1: 1.495"	"All"
"Tnni1"	"Oligo3"	0.581163544565054	"Oligo1"	0.390225259218183	1.48930273178476	20	"Oligo3/Oligo1: 1.489"	"All"
"Degs1"	"Oligo3"	0.642118959567981	"Oligo1"	0.441462664054332	1.45452608306861	21	"Oligo3/Oligo1: 1.455"	"All"
"Ypel2"	"Oligo3"	0.992489746657678	"Oligo1"	0.683827248389095	1.45137496201812	22	"Oligo3/Oligo1: 1.451"	"All"
"Micall1"	"Oligo3"	0.446249009770076	"Oligo1"	0.307655395808814	1.45048328698057	23	"Oligo3/Oligo1: 1.45"	"All"
"Ank3"	"Oligo3"	1.61617595142276	"Oligo1"	1.11848812057486	1.44496478924793	24	"Oligo3/Oligo1: 1.445"	"All"
"Nrbp2"	"Oligo3"	0.656467036321874	"Oligo1"	0.455287589724827	1.44187333706732	25	"Oligo3/Oligo1: 1.442"	"All"
"Reep3"	"Oligo3"	0.923274645279773	"Oligo1"	0.641799640118386	1.43857145994888	26	"Oligo3/Oligo1: 1.439"	"All"
"Fryl"	"Oligo3"	0.697587492800483	"Oligo1"	0.486506429643152	1.43387106581953	27	"Oligo3/Oligo1: 1.434"	"All"
"Prkcz"	"Oligo3"	0.673724547703486	"Oligo1"	0.470693761451092	1.4313436949461	28	"Oligo3/Oligo1: 1.431"	"All"
"Sema6a"	"Oligo3"	0.636996502838111	"OPC3"	0.449556592153315	1.41694397091806	29	"Oligo3/OPC3: 1.417"	"All"
"5031439G07Rik"	"Oligo3"	1.01910541300402	"Oligo1"	0.719354586870754	1.41669411942892	30	"Oligo3/Oligo1: 1.417"	"All"
"Plekhg1"	"Oligo3"	0.424884371890591	"OPC3"	0.300547304821738	1.41370215295259	31	"Oligo3/OPC3: 1.414"	"All"
"Gab1"	"Oligo3"	0.590014522355175	"Oligo1"	0.417847442756421	1.4120333451439	32	"Oligo3/Oligo1: 1.412"	"All"
"Limch1"	"Oligo3"	0.795200867880109	"Oligo1"	0.564109413038258	1.40965715072402	33	"Oligo3/Oligo1: 1.41"	"All"
"Exoc6b"	"Oligo3"	0.483505158253213	"Oligo1"	0.343125792743871	1.40911924570511	34	"Oligo3/Oligo1: 1.409"	"All"
"Opalin"	"Oligo3"	1.37727080768055	"Oligo1"	0.98346446755964	1.40042762408905	35	"Oligo3/Oligo1: 1.4"	"All"
"Fbxl5"	"Oligo3"	0.486428607391147	"Oligo1"	0.348290159948035	1.39661886360419	36	"Oligo3/Oligo1: 1.397"	"All"
"Daam1"	"Oligo3"	0.445052536032767	"Oligo1"	0.318936460254478	1.39542696271747	37	"Oligo3/Oligo1: 1.395"	"All"
"Phldb1"	"Oligo3"	1.21035920861808	"Oligo1"	0.868316146061228	1.39391535457263	38	"Oligo3/Oligo1: 1.394"	"All"
"Unc5b"	"Oligo3"	0.75759256720732	"Oligo1"	0.545562121191175	1.38864583478266	39	"Oligo3/Oligo1: 1.389"	"All"
"Abhd17b"	"Oligo3"	0.778401473066921	"OPC3"	0.561381036740247	1.38658312647474	40	"Oligo3/OPC3: 1.387"	"All"
"Aamdc"	"Oligo3"	0.457219858349028	"Oligo1"	0.331365988644812	1.37980322065919	41	"Oligo3/Oligo1: 1.38"	"All"
"Tmeff2"	"Oligo3"	1.17838061837585	"Oligo1"	0.856651312688277	1.37556623205064	42	"Oligo3/Oligo1: 1.376"	"All"
"Gna12"	"Oligo3"	0.819475470400941	"Oligo1"	0.601945005504194	1.361379300281	43	"Oligo3/Oligo1: 1.361"	"All"
"Krit1"	"Oligo3"	1.01086694970368	"Neuron4"	0.745570896149388	1.35582941196398	44	"Oligo3/Neuron4: 1.356"	"All"
"Ppp2r3a"	"Oligo3"	0.56677574830126	"OPC3"	0.4202286086675	1.34873194402077	45	"Oligo3/OPC3: 1.349"	"All"
"Erbb2ip"	"Oligo3"	0.736876940275161	"Oligo1"	0.547070148110826	1.34695147015385	46	"Oligo3/Oligo1: 1.347"	"All"
"Plcl1"	"Oligo3"	0.567734640878047	"Oligo1"	0.421504102652796	1.34692553952602	47	"Oligo3/Oligo1: 1.347"	"All"
"Cers2"	"Oligo3"	0.977852627788568	"Oligo1"	0.727168695299375	1.34473972010853	48	"Oligo3/Oligo1: 1.345"	"All"
"Scarb2"	"Oligo3"	0.721091593152787	"OPC3"	0.536705842302256	1.34355085470952	49	"Oligo3/OPC3: 1.344"	"All"
"Osbpl1a"	"Oligo3"	0.86519463881339	"Oligo1"	0.648346308471439	1.334463738759	50	"Oligo3/Oligo1: 1.334"	"All"
"Senp6"	"Oligo3"	0.448126873010579	"OPC3"	0.335824616608127	1.33440745808547	51	"Oligo3/OPC3: 1.334"	"All"
"Sik3"	"Oligo3"	0.442067068577117	"Neuron8"	0.333930099469462	1.3238311529253	52	"Oligo3/Neuron8: 1.324"	"All"
"Bace1"	"Oligo3"	0.638405847324498	"OPC3"	0.482329866227112	1.32358763581912	53	"Oligo3/OPC3: 1.324"	"All"
"1700047M11Rik"	"Oligo3"	1.04754297272995	"Oligo1"	0.791899411093656	1.32282327534912	54	"Oligo3/Oligo1: 1.323"	"All"
"Pde4b"	"Oligo3"	0.669358480122609	"Oligo1"	0.506490411436551	1.32156199803293	55	"Oligo3/Oligo1: 1.322"	"All"
"Pak1"	"Oligo3"	1.12270795517489	"Oligo1"	0.852790345032956	1.31651109996034	56	"Oligo3/Oligo1: 1.317"	"All"
"Sypl"	"Oligo3"	0.633952469133518	"Oligo1"	0.482472687711131	1.31396550578026	57	"Oligo3/Oligo1: 1.314"	"All"
"Kcna6"	"Oligo3"	0.475727795457024	"Oligo1"	0.362693033219136	1.31165407627114	58	"Oligo3/Oligo1: 1.312"	"All"
"Aatk"	"Oligo3"	1.08247479266793	"OPC3"	0.82547155156273	1.31134112449866	59	"Oligo3/OPC3: 1.311"	"All"
"Dnm2"	"Oligo3"	0.43274894923984	"Oligo1"	0.330850759500322	1.30798838090447	60	"Oligo3/Oligo1: 1.308"	"All"
"Phlda3"	"Oligo3"	0.68899311002621	"Oligo1"	0.531683913645459	1.2958697683783	61	"Oligo3/Oligo1: 1.296"	"All"
"Dip2a"	"Oligo3"	0.490141745843879	"Oligo1"	0.378239283049798	1.29585098060623	62	"Oligo3/Oligo1: 1.296"	"All"
"Gde1"	"Oligo3"	0.756096583344976	"Oligo1"	0.58401219925698	1.29465888607624	63	"Oligo3/Oligo1: 1.295"	"All"
"Nudt4"	"Oligo3"	0.824454747690542	"Oligo1"	0.638256833219136	1.29172882259997	64	"Oligo3/Oligo1: 1.292"	"All"
"Rhob"	"Oligo3"	1.06685698025962	"Oligo1"	0.826140519625201	1.29137471763717	65	"Oligo3/Oligo1: 1.291"	"All"
"Serinc5"	"Oligo3"	0.975063245013052	"OPC3"	0.757674996944708	1.28691490275508	66	"Oligo3/OPC3: 1.287"	"All"
"Gsn"	"Oligo3"	0.536394674921482	"Oligo1"	0.419993877501597	1.27714879586416	67	"Oligo3/Oligo1: 1.277"	"All"
"Dock10"	"Oligo3"	0.925109870320616	"Oligo1"	0.728612360292465	1.26968731349723	68	"Oligo3/Oligo1: 1.27"	"All"
"Secisbp2l"	"Oligo3"	1.11707778468466	"Oligo1"	0.881680167719506	1.26698753763966	69	"Oligo3/Oligo1: 1.267"	"All"
"Nkain2"	"Oligo3"	0.468517289337853	"Oligo1"	0.371573665273139	1.26090014746726	70	"Oligo3/Oligo1: 1.261"	"All"
"Jam3"	"Oligo3"	0.87338790295229	"Oligo1"	0.699026884822024	1.24943392295228	71	"Oligo3/Oligo1: 1.249"	"All"
"H2afj"	"Oligo3"	1.32804896605511	"Oligo1"	1.06380828118368	1.24839126517929	72	"Oligo3/Oligo1: 1.248"	"All"
"Mag"	"Oligo3"	2.22662457523373	"Oligo1"	1.79101119925485	1.24322202795835	73	"Oligo3/Oligo1: 1.243"	"All"
"Phactr3"	"Oligo3"	0.597619073946878	"OPC2"	0.481311941102702	1.24164605718635	74	"Oligo3/OPC2: 1.242"	"All"
"Nrd1"	"Oligo3"	0.420564733622668	"OPC3"	0.338855332347527	1.24113358556017	75	"Oligo3/OPC3: 1.241"	"All"
"Setd8"	"Oligo3"	0.557569660877855	"Oligo1"	0.450611060957907	1.23736345861679	76	"Oligo3/Oligo1: 1.237"	"All"
"Ugt8a"	"Oligo3"	1.60787849068455	"Oligo1"	1.29954603084359	1.23726166870811	77	"Oligo3/Oligo1: 1.237"	"All"
"Taldo1"	"Oligo3"	0.509873052942063	"Oligo1"	0.412127505672926	1.2371730736815	78	"Oligo3/Oligo1: 1.237"	"All"
"Rtkn"	"Oligo3"	0.412919183289477	"Oligo1"	0.334363659852289	1.23494037441716	79	"Oligo3/Oligo1: 1.235"	"All"
"Arhgap23"	"Oligo3"	0.721587474114403	"Oligo1"	0.584351052072891	1.23485269951117	80	"Oligo3/Oligo1: 1.235"	"All"
"Mpc1"	"Oligo3"	0.68184424266417	"Oligo1"	0.552403469811758	1.23432288160051	81	"Oligo3/Oligo1: 1.234"	"All"
"Arhgef10"	"Oligo3"	0.57999843632109	"Oligo1"	0.470300524237782	1.23325066936954	82	"Oligo3/Oligo1: 1.233"	"All"
"Klf13"	"Oligo3"	1.58911861140293	"Oligo1"	1.28923480803353	1.23260604003302	83	"Oligo3/Oligo1: 1.233"	"All"
"Myrf"	"Oligo3"	1.0387590190552	"Oligo1"	0.843571119207267	1.23138286198247	84	"Oligo3/Oligo1: 1.231"	"All"
"Smad7"	"Oligo3"	0.913683532331727	"Oligo1"	0.742887098266933	1.22990900563927	85	"Oligo3/Oligo1: 1.23"	"All"
"Dip2b"	"Oligo3"	0.78288001208837	"Oligo1"	0.637649797449966	1.22775858350335	86	"Oligo3/Oligo1: 1.228"	"All"
"Tppp"	"Oligo3"	1.15715274573018	"Oligo1"	0.946854717189351	1.22210168542548	87	"Oligo3/Oligo1: 1.222"	"All"
"Mast3"	"Oligo3"	0.62278763809733	"Oligo1"	0.509701407700036	1.22186760461891	88	"Oligo3/Oligo1: 1.222"	"All"
"Il1rap"	"Oligo3"	0.650534742874349	"Oligo1"	0.532934857026995	1.22066465403181	89	"Oligo3/Oligo1: 1.221"	"All"
"Gas7"	"Oligo3"	0.650676708025524	"Oligo1"	0.533890484834429	1.21874565385317	90	"Oligo3/Oligo1: 1.219"	"All"
"Tyro3"	"Oligo3"	0.496060316769941	"Oligo1"	0.407214376339616	1.21817977358498	91	"Oligo3/Oligo1: 1.218"	"All"
"Tspan2"	"Oligo3"	2.74951908003095	"Oligo1"	2.25785414244583	1.21775761699669	92	"Oligo3/Oligo1: 1.218"	"All"
"Tmod1"	"Oligo3"	0.690557489110531	"Oligo1"	0.569150832474635	1.21331191963302	93	"Oligo3/Oligo1: 1.213"	"All"
"Atp1a1"	"Oligo3"	0.433786573485643	"Oligo1"	0.358892014943976	1.20868271074061	94	"Oligo3/Oligo1: 1.209"	"All"
"Ppfibp2"	"Oligo3"	0.485023667490258	"Oligo1"	0.403300735048873	1.20263521818645	95	"Oligo3/Oligo1: 1.203"	"All"
"Zfp536"	"Oligo3"	0.60531319024908	"Oligo1"	0.503616115170388	1.20193371898809	96	"Oligo3/Oligo1: 1.202"	"All"
"Plekhh1"	"Oligo3"	0.976968654073201	"Oligo1"	0.814229633501662	1.19986870272906	97	"Oligo3/Oligo1: 1.2"	"All"
"Itpk1"	"Oligo3"	0.559813261570685	"Oligo1"	0.466616876394288	1.19972784931518	98	"Oligo3/Oligo1: 1.2"	"All"
"Txndc17"	"Oligo3"	0.406829141761639	"Endothelial"	0.339578964798107	1.19803987859941	99	"Oligo3/Endothelial: 1.198"	"All"
"Golga7"	"Oligo3"	1.2150356777714	"Oligo1"	1.01463537815177	1.19750967089741	100	"Oligo3/Oligo1: 1.198"	"All"
"Pak4"	"OPC3"	0.978990729191862	"Astrocyte2"	0.0553691961605762	17.6811439767464	1	"OPC3/Astrocyte2: 17.681"	"All"
"Bmp4"	"OPC3"	0.974514498703064	"Mural"	0.094062876206701	10.360245593188	2	"OPC3/Mural: 10.36"	"All"
"Ust"	"OPC3"	1.18454432160072	"Oligo3"	0.138390408069192	8.55943947364094	3	"OPC3/Oligo3: 8.559"	"All"
"9530059O14Rik"	"OPC3"	1.76642350248752	"Oligo3"	0.229385642796698	7.70067158934214	4	"OPC3/Oligo3: 7.701"	"All"
"Fyn"	"OPC3"	3.013595609465	"OPC2"	0.41661730253292	7.23348644221726	5	"OPC3/OPC2: 7.233"	"All"
"Enpp6"	"OPC3"	1.19164480200236	"Oligo3"	0.201720606857261	5.9074024244116	6	"OPC3/Oligo3: 5.907"	"All"
"Tmem108"	"OPC3"	2.3373481755233	"OPC2"	0.4045515135373	5.77762805800946	7	"OPC3/OPC2: 5.778"	"All"
"Mpzl1"	"OPC3"	1.8584517929854	"Endothelial"	0.365757751578658	5.08110022265852	8	"OPC3/Endothelial: 5.081"	"All"
"Tubb2b"	"OPC3"	1.03264203298066	"OPC2"	0.208318025788283	4.95704598328976	9	"OPC3/OPC2: 4.957"	"All"
"Slc1a1"	"OPC3"	1.289247742919	"OPC2"	0.27000806325787	4.77484904474024	10	"OPC3/OPC2: 4.775"	"All"
"Tns3"	"OPC3"	1.92890335148374	"OPC2"	0.421133198072511	4.58026904625937	11	"OPC3/OPC2: 4.58"	"All"
"Bcas1"	"OPC3"	1.90776602666155	"Oligo3"	0.420277795049762	4.53929769579109	12	"OPC3/Oligo3: 4.539"	"All"
"Itpr2"	"OPC3"	1.23062278086633	"OPC2"	0.279043675007781	4.41014397058816	13	"OPC3/OPC2: 4.41"	"All"
"Dusp15"	"OPC3"	0.828958085543925	"Oligo3"	0.196377215920828	4.22125388455518	14	"OPC3/Oligo3: 4.221"	"All"
"Mycl"	"OPC3"	0.662313714094701	"OPC2"	0.161530455056874	4.10024050177722	15	"OPC3/OPC2: 4.1"	"All"
"Atp6v0a2"	"OPC3"	0.720423922925163	"Oligo3"	0.182665677617209	3.94394793987994	16	"OPC3/Oligo3: 3.944"	"All"
"S100a6"	"OPC3"	0.803232726280128	"Mural"	0.2101355962097	3.82244960286767	17	"OPC3/Mural: 3.822"	"All"
"Peli1"	"OPC3"	1.22008765259326	"Oligo3"	0.328274198893302	3.71667239370774	18	"OPC3/Oligo3: 3.717"	"All"
"Tuba1a"	"OPC3"	3.88155656917164	"Neuron8"	1.0549507876132	3.67937217048157	19	"OPC3/Neuron8: 3.679"	"All"
"Lims2"	"OPC3"	1.96057196428056	"OPC2"	0.576610228698837	3.40016854835324	20	"OPC3/OPC2: 3.4"	"All"
"Sgk1"	"OPC3"	0.98415193800533	"Endothelial"	0.296019732004817	3.32461600225121	21	"OPC3/Endothelial: 3.325"	"All"
"Rnd2"	"OPC3"	1.53498249183464	"Neuron8"	0.465805676264983	3.29532800918775	22	"OPC3/Neuron8: 3.295"	"All"
"Trio"	"OPC3"	1.02783850909679	"OPC2"	0.318533205082726	3.2267860703246	23	"OPC3/OPC2: 3.227"	"All"
"Zfp365"	"OPC3"	1.01856775307756	"Oligo3"	0.315951866761556	3.22380672574489	24	"OPC3/Oligo3: 3.224"	"All"
"Pcdh7"	"OPC3"	1.21888235485074	"Neuron2"	0.379674580063994	3.21033437278128	25	"OPC3/Neuron2: 3.21"	"All"
"Chn2"	"OPC3"	1.81353263195374	"Oligo3"	0.571613110023488	3.17265751983753	26	"OPC3/Oligo3: 3.173"	"All"
"Pdcd4"	"OPC3"	2.32024114582701	"Neuron3"	0.748092188301261	3.10154441138562	27	"OPC3/Neuron3: 3.102"	"All"
"Nkx2-2"	"OPC3"	1.18733332227336	"OPC2"	0.389647281048377	3.04720032712339	28	"OPC3/OPC2: 3.047"	"All"
"Ptprj"	"OPC3"	0.610899070410147	"Microglia"	0.201182435207653	3.03654277660771	29	"OPC3/Microglia: 3.037"	"All"
"Cdv3"	"OPC3"	1.33542083770684	"Neuron1"	0.446856092450121	2.98848076655888	30	"OPC3/Neuron1: 2.988"	"All"
"Cd9"	"OPC3"	1.42790081064606	"Oligo3"	0.492072137743488	2.90181195219473	31	"OPC3/Oligo3: 2.902"	"All"
"Slc22a23"	"OPC3"	1.09290511477795	"Oligo3"	0.383476453120489	2.84999275935869	32	"OPC3/Oligo3: 2.85"	"All"
"Rnf144a"	"OPC3"	0.634220873513735	"OPC2"	0.231018219117864	2.74532838117915	33	"OPC3/OPC2: 2.745"	"All"
"Arhgap35"	"OPC3"	0.879747865964127	"Neuron8"	0.329166533215294	2.67265282825311	34	"OPC3/Neuron8: 2.673"	"All"
"Ptpre"	"OPC3"	1.02579447734967	"OPC2"	0.395933906967918	2.5908225067291	35	"OPC3/OPC2: 2.591"	"All"
"S100b"	"OPC3"	2.55610276848423	"OPC2"	1.02243523612942	2.50001435607867	36	"OPC3/OPC2: 2.5"	"All"
"Sox4"	"OPC3"	1.89129155016513	"OPC2"	0.783918136394507	2.41261359108719	37	"OPC3/OPC2: 2.413"	"All"
"Sirt2"	"OPC3"	2.89779517385686	"Oligo3"	1.20721055575257	2.40040576190156	38	"OPC3/Oligo3: 2.4"	"All"
"Arsb"	"OPC3"	1.48938578378207	"OPC2"	0.634475364676426	2.347428862808	39	"OPC3/OPC2: 2.347"	"All"
"Kank1"	"OPC3"	0.981892498925508	"OPC2"	0.423858660582224	2.31655641429328	40	"OPC3/OPC2: 2.317"	"All"
"Frmd4a"	"OPC3"	1.77173255331991	"Microglia"	0.765071422591382	2.3157740584779	41	"OPC3/Microglia: 2.316"	"All"
"Phyhipl"	"OPC3"	1.66649342045335	"Oligo3"	0.724154324089059	2.30129596001473	42	"OPC3/Oligo3: 2.301"	"All"
"Slc44a1"	"OPC3"	2.03837852573846	"Oligo3"	0.907655234746629	2.24576298103703	43	"OPC3/Oligo3: 2.246"	"All"
"Parvb"	"OPC3"	0.822946940687054	"Endothelial"	0.374058726146521	2.20004743416867	44	"OPC3/Endothelial: 2.2"	"All"
"Klhl5"	"OPC3"	0.772168992294957	"Astrocyte2"	0.360887714811748	2.13963778927124	45	"OPC3/Astrocyte2: 2.14"	"All"
"Camsap2"	"OPC3"	0.807734953292269	"Neuron8"	0.391101719670572	2.06528100662056	46	"OPC3/Neuron8: 2.065"	"All"
"Tnr"	"OPC3"	2.92776683958426	"OPC2"	1.44488026346243	2.02630412610684	47	"OPC3/OPC2: 2.026"	"All"
"Ifi27"	"OPC3"	0.689922822988427	"OPC2"	0.342676903715861	2.01333330465858	48	"OPC3/OPC2: 2.013"	"All"
"Rps27l"	"OPC3"	0.872357743381257	"Endothelial"	0.436355027413275	1.99919260367554	49	"OPC3/Endothelial: 1.999"	"All"
"S100a13"	"OPC3"	1.02988557289649	"OPC2"	0.519270818502206	1.98333034748055	50	"OPC3/OPC2: 1.983"	"All"
